"","SYMBOL","EX","PRICE","SIZE","COND","CORR","G127"
"2008-01-04 10:24:14","XXX","N","190.3","50","E","0","0"
"2008-01-04 10:24:15","XXX","N","190.3","550","E","0","0"
"2008-01-04 10:24:16","XXX","N","190.28","100","E","0","0"
"2008-01-04 10:24:17","XXX","N","190.28","1000","E","0","0"
"2008-01-04 10:24:18","XXX","N","190.28","150","E","0","0"
"2008-01-04 10:24:19","XXX","N","190.23","400","F","0","0"
"2008-01-04 10:24:21","XXX","N","190.28","50","E","0","0"
"2008-01-04 10:24:22","XXX","N","190.1","1000","E","0","0"
"2008-01-04 10:24:23","XXX","N","190.08","900","E","0","0"
"2008-01-04 10:24:25","XXX","N","190.2","200","F","0","0"
"2008-01-04 10:24:26","XXX","N","190.18","50","E","0","0"
"2008-01-04 10:24:28","XXX","N","190.28","150","E","0","0"
"2008-01-04 10:24:29","XXX","N","190.28","300","E","0","0"
"2008-01-04 10:24:31","XXX","N","190.28","2200","E","0","0"
"2008-01-04 10:24:32","XXX","N","190.3","500","E","0","0"
"2008-01-04 10:24:33","XXX","N","190.31","650","E","0","0"
"2008-01-04 10:24:39","XXX","N","190.21","50","E","0","0"
"2008-01-04 10:24:40","XXX","N","190.21","50","E","0","0"
"2008-01-04 10:24:41","XXX","N","190.28","100","E","0","0"
"2008-01-04 10:24:48","XXX","N","190.4","50","E","0","0"
"2008-01-04 10:24:59","XXX","N","190.31","250","E","0","0"
"2008-01-04 10:25:00","XXX","N","190.3","300","E","0","0"
"2008-01-04 10:25:01","XXX","N","190.35","50","E","0","0"
"2008-01-04 10:25:04","XXX","N","190.28","250","E","0","0"
"2008-01-04 10:25:12","XXX","N","190.16","50","E","0","0"
"2008-01-04 10:25:13","XXX","N","190.13","400","E","0","0"
"2008-01-04 10:25:19","XXX","N","190.17","900","E","0","0"
"2008-01-04 10:25:20","XXX","N","190.23","50","E","0","0"
"2008-01-04 10:25:21","XXX","N","190.25","150","E","0","0"
"2008-01-04 10:25:23","XXX","N","190.17","150","E","0","0"
"2008-01-04 10:25:25","XXX","N","190.18","100","E","0","0"
"2008-01-04 10:25:28","XXX","N","190.32","200","E","0","0"
"2008-01-04 10:25:32","XXX","N","190.56","100","E","0","0"
"2008-01-04 10:25:37","XXX","N","190.47","150","F","0","0"
"2008-01-04 10:25:41","XXX","N","190.51","950","E","0","0"
"2008-01-04 10:25:43","XXX","N","190.37","50","E","0","0"
"2008-01-04 10:25:46","XXX","N","190.51","250","E","0","0"
"2008-01-04 10:25:53","XXX","N","190.405","450","E","0","0"
"2008-01-04 10:25:54","XXX","N","190.44","250","E","0","0"
"2008-01-04 10:26:00","XXX","N","190.4","50","E","0","0"
"2008-01-04 10:26:03","XXX","N","190.37","50","E","0","0"
"2008-01-04 10:26:07","XXX","N","190.32","600","E","0","0"
"2008-01-04 10:26:11","XXX","N","190.34","50","F","0","0"
"2008-01-04 10:26:12","XXX","N","190.32","450","E","0","0"
"2008-01-04 10:26:13","XXX","N","190.28","100","E","0","0"
"2008-01-04 10:26:14","XXX","N","190.28","50","E","0","0"
"2008-01-04 10:26:21","XXX","N","190.28","100","E","0","0"
"2008-01-04 10:26:22","XXX","N","190.32","100","E","0","0"
"2008-01-04 10:26:23","XXX","N","190.32","50","E","0","0"
"2008-01-04 10:26:25","XXX","N","190.28","250","E","0","0"
"2008-01-04 10:26:28","XXX","N","190.35","100","E","0","0"
"2008-01-04 10:26:33","XXX","N","190.3","450","E","0","0"
"2008-01-04 10:26:34","XXX","N","190.28","900","F","0","0"
"2008-01-04 10:26:35","XXX","N","190.27","50","F","0","0"
"2008-01-04 10:26:36","XXX","N","190.34","100","E","0","0"
"2008-01-04 10:26:42","XXX","N","190.25","100","E","0","0"
"2008-01-04 10:26:43","XXX","N","190.23","50","E","0","0"
"2008-01-04 10:26:44","XXX","N","190.23","700","E","0","0"
"2008-01-04 10:26:45","XXX","N","190.3","50","F","0","0"
"2008-01-04 10:26:53","XXX","N","190.28","50","E","0","0"
"2008-01-04 10:26:55","XXX","N","190.2","50","E","0","0"
"2008-01-04 10:26:57","XXX","N","190.18","50","F","0","0"
"2008-01-04 10:26:58","XXX","N","190.18","400","E","0","0"
"2008-01-04 10:27:01","XXX","N","190.23","600","E","0","0"
"2008-01-04 10:27:02","XXX","N","190.22","150","E","0","0"
"2008-01-04 10:27:03","XXX","N","190.21","100","E","0","0"
"2008-01-04 10:27:05","XXX","N","190.21","200","E","0","0"
"2008-01-04 10:27:07","XXX","N","190.21","150","E","0","0"
"2008-01-04 10:27:08","XXX","N","190.28","600","F","0","0"
"2008-01-04 10:27:09","XXX","N","190.28","250","E","0","0"
"2008-01-04 10:27:11","XXX","N","190.28","150","F","0","0"
"2008-01-04 10:27:14","XXX","N","190.28","100","E","0","0"
"2008-01-04 10:27:15","XXX","N","190.28","50","F","0","0"
"2008-01-04 10:27:16","XXX","N","190.28","150","E","0","0"
"2008-01-04 10:27:18","XXX","N","190.16","100","E","0","0"
"2008-01-04 10:27:19","XXX","N","190.13","300","E","0","0"
"2008-01-04 10:27:23","XXX","N","190.13","300","E","0","0"
"2008-01-04 10:27:26","XXX","N","190.18","100","E","0","0"
"2008-01-04 10:27:27","XXX","N","190.215","100","E","0","0"
"2008-01-04 10:27:29","XXX","N","190.23","50","E","0","0"
"2008-01-04 10:27:30","XXX","N","190.33","350","F","0","0"
"2008-01-04 10:27:31","XXX","N","190.32","200","F","0","0"
"2008-01-04 10:27:32","XXX","N","190.34","400","F","0","0"
"2008-01-04 10:27:33","XXX","N","190.35","450","E","0","0"
"2008-01-04 10:27:34","XXX","N","190.34","50","E","0","0"
"2008-01-04 10:27:35","XXX","N","190.25","50","E","0","0"
"2008-01-04 10:27:37","XXX","N","190.34","150","E","0","0"
"2008-01-04 10:27:39","XXX","N","190.315","100","E","0","0"
"2008-01-04 10:27:40","XXX","N","190.34","50","E","0","0"
"2008-01-04 10:27:45","XXX","N","190.27","300","F","0","0"
"2008-01-04 10:27:53","XXX","N","190.25","50","E","0","0"
"2008-01-04 10:27:54","XXX","N","190.25","500","F","0","0"
"2008-01-04 10:27:55","XXX","N","190.25","300","E","0","0"
"2008-01-04 10:28:00","XXX","N","190.09","50","E","0","0"
"2008-01-04 10:28:03","XXX","N","190.11","100","E","0","0"
"2008-01-04 10:28:07","XXX","N","190.16","600","E","0","0"
"2008-01-04 10:28:11","XXX","N","190.205","150","E","0","0"
"2008-01-04 10:28:13","XXX","N","190.3","150","E","0","0"
"2008-01-04 10:28:14","XXX","N","190.3","50","F","0","0"
"2008-01-04 10:28:18","XXX","N","190.23","50","E","0","0"
"2008-01-04 10:28:21","XXX","N","190.23","50","E","0","0"
"2008-01-04 10:28:23","XXX","N","190.13","100","E","0","0"
"2008-01-04 10:28:25","XXX","N","190.13","50","E","0","0"
"2008-01-04 10:28:27","XXX","N","190.13","100","E","0","0"
"2008-01-04 10:28:30","XXX","N","190.11","450","E","0","0"
"2008-01-04 10:28:31","XXX","N","190.11","50","E","0","0"
"2008-01-04 10:28:36","XXX","N","190.04","100","E","0","0"
"2008-01-04 10:28:41","XXX","N","190.03","400","E","0","0"
"2008-01-04 10:28:42","XXX","N","189.95","50","E","0","0"
"2008-01-04 10:28:44","XXX","N","190.065","250","E","0","0"
"2008-01-04 10:28:47","XXX","N","190.18","50","F","0","0"
"2008-01-04 10:28:50","XXX","N","190.24","200","E","0","0"
"2008-01-04 10:28:51","XXX","N","190.25","50","E","0","0"
"2008-01-04 10:28:53","XXX","N","190.21","50","E","0","0"
"2008-01-04 10:28:55","XXX","N","190.14","300","E","0","0"
"2008-01-04 10:28:56","XXX","N","190.135","500","E","0","0"
"2008-01-04 10:28:57","XXX","N","190.13","200","E","0","0"
"2008-01-04 10:29:04","XXX","N","189.88","50","E","0","0"
"2008-01-04 10:29:05","XXX","N","189.95","250","E","0","0"
"2008-01-04 10:29:10","XXX","N","189.97","200","E","0","0"
"2008-01-04 10:29:11","XXX","N","189.97","50","E","0","0"
"2008-01-04 10:29:13","XXX","N","189.96","100","E","0","0"
"2008-01-04 10:29:14","XXX","N","189.935","750","E","0","0"
"2008-01-04 10:29:17","XXX","N","189.92","50","E","0","0"
"2008-01-04 10:29:19","XXX","N","189.92","200","E","0","0"
"2008-01-04 10:29:20","XXX","N","189.92","100","E","0","0"
"2008-01-04 10:29:21","XXX","N","189.95","250","E","0","0"
"2008-01-04 10:29:22","XXX","N","189.97","100","E","0","0"
"2008-01-04 10:29:24","XXX","N","189.84","750","E","0","0"
"2008-01-04 10:29:25","XXX","N","189.805","300","E","0","0"
"2008-01-04 10:29:26","XXX","N","189.82","100","E","0","0"
"2008-01-04 10:29:28","XXX","N","189.82","100","E","0","0"
"2008-01-04 10:29:30","XXX","N","189.82","50","E","0","0"
"2008-01-04 10:29:31","XXX","N","189.8","350","E","0","0"
"2008-01-04 10:29:33","XXX","N","189.68","450","E","0","0"
"2008-01-04 10:29:34","XXX","N","189.49","500","F","0","0"
"2008-01-04 10:29:35","XXX","N","189.49","100","E","0","0"
"2008-01-04 10:29:36","XXX","N","189.48","200","E","0","0"
"2008-01-04 10:29:40","XXX","N","189.54","550","E","0","0"
"2008-01-04 10:29:46","XXX","N","189.82","50","E","0","0"
"2008-01-04 10:29:47","XXX","N","189.82","50","F","0","0"
"2008-01-04 10:29:49","XXX","N","189.62","100","F","0","0"
"2008-01-04 10:29:50","XXX","N","189.59","550","F","0","0"
"2008-01-04 10:29:54","XXX","N","189.64","100","E","0","0"
"2008-01-04 10:29:56","XXX","N","189.64","200","E","0","0"
"2008-01-04 10:30:01","XXX","N","189.62","100","E","0","0"
"2008-01-04 10:30:02","XXX","N","189.62","50","E","0","0"
"2008-01-04 10:30:07","XXX","N","189.695","100","E","0","0"
"2008-01-04 10:30:18","XXX","N","189.68","100","E","0","0"
"2008-01-04 10:30:24","XXX","N","189.69","50","E","0","0"
"2008-01-04 10:30:28","XXX","N","189.78","400","E","0","0"
"2008-01-04 10:30:29","XXX","N","189.66","150","F","0","0"
"2008-01-04 10:30:31","XXX","N","189.66","50","F","0","0"
"2008-01-04 10:30:32","XXX","N","189.66","200","E","0","0"
"2008-01-04 10:30:33","XXX","N","189.64","200","E","0","0"
"2008-01-04 10:30:35","XXX","N","189.66","150","E","0","0"
"2008-01-04 10:30:36","XXX","N","189.69","350","F","0","0"
"2008-01-04 10:30:37","XXX","N","189.69","200","E","0","0"
"2008-01-04 10:30:47","XXX","N","189.75","700","F","0","0"
"2008-01-04 10:30:48","XXX","N","189.73","150","F","0","0"
"2008-01-04 10:30:49","XXX","N","189.69","250","F","0","0"
"2008-01-04 10:30:51","XXX","N","189.72","200","E","0","0"
"2008-01-04 10:30:52","XXX","N","189.66","100","E","0","0"
"2008-01-04 10:30:53","XXX","N","189.66","50","F","0","0"
"2008-01-04 10:30:55","XXX","N","189.75","50","E","0","0"
"2008-01-04 10:30:56","XXX","N","189.76","100","E","0","0"
"2008-01-04 10:31:04","XXX","N","189.78","50","E","0","0"
"2008-01-04 10:31:11","XXX","N","189.76","150","E","0","0"
"2008-01-04 10:31:15","XXX","N","189.76","50","E","0","0"
"2008-01-04 10:31:16","XXX","N","189.77","100","E","0","0"
"2008-01-04 10:31:17","XXX","N","189.8","50","E","0","0"
"2008-01-04 10:31:19","XXX","N","189.66","1500","E","0","0"
"2008-01-04 10:31:20","XXX","N","189.66","1450","E","0","0"
"2008-01-04 10:31:30","XXX","N","189.75","350","E","0","0"
"2008-01-04 10:31:31","XXX","N","189.84","650","E","0","0"
"2008-01-04 10:31:32","XXX","N","189.85","50","E","0","0"
"2008-01-04 10:31:33","XXX","N","189.83","50","E","0","0"
"2008-01-04 10:31:38","XXX","N","189.9","100","E","0","0"
"2008-01-04 10:31:40","XXX","N","189.825","300","E","0","0"
"2008-01-04 10:31:45","XXX","N","189.85","50","E","0","0"
"2008-01-04 10:31:49","XXX","N","189.92","50","F","0","0"
"2008-01-04 10:31:50","XXX","N","189.9","450","E","0","0"
"2008-01-04 10:31:51","XXX","N","189.9","150","E","0","0"
"2008-01-04 10:31:52","XXX","N","189.87","50","E","0","0"
"2008-01-04 10:31:53","XXX","N","189.87","100","E","0","0"
"2008-01-04 10:31:56","XXX","N","190.05","100","E","0","0"
"2008-01-04 10:31:57","XXX","N","190.14","50","F","0","0"
"2008-01-04 10:31:58","XXX","N","190.135","350","E","0","0"
"2008-01-04 10:31:59","XXX","N","190.13","100","E","0","0"
"2008-01-04 10:32:00","XXX","N","190.13","250","E","0","0"
"2008-01-04 10:32:01","XXX","N","190.13","50","E","0","0"
"2008-01-04 10:32:02","XXX","N","190.13","50","E","0","0"
"2008-01-04 10:32:04","XXX","N","190.13","50","E","0","0"
"2008-01-04 10:32:05","XXX","N","190.13","100","F","0","0"
"2008-01-04 10:32:08","XXX","N","190.13","50","E","0","0"
"2008-01-04 10:32:09","XXX","N","190.16","50","E","0","0"
"2008-01-04 10:32:14","XXX","N","190.13","100","E","0","0"
"2008-01-04 10:32:20","XXX","N","190.23","100","E","0","0"
"2008-01-04 10:32:24","XXX","N","190.34","150","E","0","0"
"2008-01-04 10:32:25","XXX","N","190.335","350","E","0","0"
"2008-01-04 10:32:28","XXX","N","190.46","200","F","0","0"
"2008-01-04 10:32:29","XXX","N","190.46","100","E","0","0"
"2008-01-04 10:32:30","XXX","N","190.47","100","E","0","0"
"2008-01-04 10:32:34","XXX","N","190.38","250","E","0","0"
"2008-01-04 10:32:35","XXX","N","190.35","2550","E","0","0"
"2008-01-04 10:32:39","XXX","N","190.14","100","F","0","0"
"2008-01-04 10:32:44","XXX","N","190.35","300","E","0","0"
"2008-01-04 10:32:45","XXX","N","190.345","400","E","0","0"
"2008-01-04 10:32:46","XXX","N","190.35","150","E","0","0"
"2008-01-04 10:32:49","XXX","N","190.35","600","E","0","0"
"2008-01-04 10:32:51","XXX","N","190.35","50","E","0","0"
"2008-01-04 10:32:54","XXX","N","190.3","50","F","0","0"
"2008-01-04 10:32:57","XXX","N","190.25","50","E","0","0"
"2008-01-04 10:32:58","XXX","N","190.2","50","E","0","0"
"2008-01-04 10:33:01","XXX","N","190.01","150","E","0","0"
"2008-01-04 10:33:02","XXX","N","190.01","350","E","0","0"
"2008-01-04 10:33:03","XXX","N","190.01","150","E","0","0"
"2008-01-04 10:33:04","XXX","N","190.06","200","E","0","0"
"2008-01-04 10:33:05","XXX","N","190.075","350","E","0","0"
"2008-01-04 10:33:10","XXX","N","190.28","100","E","0","0"
"2008-01-04 10:33:15","XXX","N","190.18","50","E","0","0"
"2008-01-04 10:33:16","XXX","N","190.27","50","E","0","0"
"2008-01-04 10:33:23","XXX","N","190.27","50","E","0","0"
"2008-01-04 10:33:25","XXX","N","190.27","50","E","0","0"
"2008-01-04 10:33:26","XXX","N","190.31","250","E","0","0"
"2008-01-04 10:33:28","XXX","N","190.27","250","E","0","0"
"2008-01-04 10:33:36","XXX","N","190.35","200","E","0","0"
"2008-01-04 10:33:37","XXX","N","190.27","550","E","0","0"
"2008-01-04 10:33:40","XXX","N","190.28","50","E","0","0"
"2008-01-04 10:33:42","XXX","N","190.28","50","E","0","0"
"2008-01-04 10:33:43","XXX","N","190.28","250","E","0","0"
"2008-01-04 10:33:49","XXX","N","190.34","350","E","0","0"
"2008-01-04 10:33:50","XXX","N","190.34","100","E","0","0"
"2008-01-04 10:33:51","XXX","N","190.34","50","E","0","0"
"2008-01-04 10:33:53","XXX","N","190.3","50","E","0","0"
"2008-01-04 10:33:55","XXX","N","190.31","100","E","0","0"
"2008-01-04 10:33:56","XXX","N","190.27","50","E","0","0"
"2008-01-04 10:33:57","XXX","N","190.24","100","E","0","0"
"2008-01-04 10:34:00","XXX","N","190.06","50","F","0","0"
"2008-01-04 10:34:02","XXX","N","190.03","150","E","0","0"
"2008-01-04 10:34:03","XXX","N","190.09","50","E","0","0"
"2008-01-04 10:34:04","XXX","N","190.02","50","E","0","0"
"2008-01-04 10:34:05","XXX","N","189.97","100","E","0","0"
"2008-01-04 10:34:06","XXX","N","189.95","50","E","0","0"
"2008-01-04 10:34:07","XXX","N","189.94","50","E","0","0"
"2008-01-04 10:34:08","XXX","N","189.945","100","E","0","0"
"2008-01-04 10:34:09","XXX","N","189.98","250","E","0","0"
"2008-01-04 10:34:10","XXX","N","190.02","400","E","0","0"
"2008-01-04 10:34:12","XXX","N","190.09","50","E","0","0"
"2008-01-04 10:34:13","XXX","N","190.04","100","E","0","0"
"2008-01-04 10:34:15","XXX","N","190.085","450","E","0","0"
"2008-01-04 10:34:18","XXX","N","190.12","100","E","0","0"
"2008-01-04 10:34:19","XXX","N","190.11","50","E","0","0"
"2008-01-04 10:34:21","XXX","N","190.04","50","E","0","0"
"2008-01-04 10:34:22","XXX","N","190.04","50","E","0","0"
"2008-01-04 10:34:23","XXX","N","190.01","100","E","0","0"
"2008-01-04 10:34:24","XXX","N","189.99","50","E","0","0"
"2008-01-04 10:34:27","XXX","N","189.99","50","E","0","0"
"2008-01-04 10:34:30","XXX","N","189.99","50","E","0","0"
"2008-01-04 10:34:32","XXX","N","190.06","50","E","0","0"
"2008-01-04 10:34:34","XXX","N","190.11","450","E","0","0"
"2008-01-04 10:34:35","XXX","N","190.11","200","E","0","0"
"2008-01-04 10:34:40","XXX","N","190.04","250","E","0","0"
"2008-01-04 10:34:42","XXX","N","189.99","100","E","0","0"
"2008-01-04 10:34:45","XXX","N","190.02","50","F","0","0"
"2008-01-04 10:34:46","XXX","N","190.08","50","F","0","0"
"2008-01-04 10:34:54","XXX","N","190.08","150","E","0","0"
"2008-01-04 10:34:59","XXX","N","190.09","300","E","0","0"
"2008-01-04 10:35:01","XXX","N","190.14","100","E","0","0"
"2008-01-04 10:35:02","XXX","N","190.14","200","E","0","0"
"2008-01-04 10:35:05","XXX","N","190.18","550","E","0","0"
"2008-01-04 10:35:08","XXX","N","190.25","500","E","0","0"
"2008-01-04 10:35:10","XXX","N","190.27","250","E","0","0"
"2008-01-04 10:35:11","XXX","N","190.25","550","E","0","0"
"2008-01-04 10:35:12","XXX","N","190.25","200","E","0","0"
"2008-01-04 10:35:13","XXX","N","190.25","100","E","0","0"
"2008-01-04 10:35:14","XXX","N","190.25","600","E","0","0"
"2008-01-04 10:35:15","XXX","N","190.19","100","E","0","0"
"2008-01-04 10:35:16","XXX","N","190.27","50","F","0","0"
"2008-01-04 10:35:17","XXX","N","190.27","100","E","0","0"
"2008-01-04 10:35:20","XXX","N","190.25","450","E","0","0"
"2008-01-04 10:35:21","XXX","N","190.26","300","F","0","0"
"2008-01-04 10:35:22","XXX","N","190.25","450","F","0","0"
"2008-01-04 10:35:26","XXX","N","190.14","50","E","0","0"
"2008-01-04 10:35:35","XXX","N","190.06","150","E","0","0"
"2008-01-04 10:35:38","XXX","N","190.15","100","E","0","0"
"2008-01-04 10:35:46","XXX","N","190.14","50","E","0","0"
"2008-01-04 10:35:47","XXX","N","190.14","50","E","0","0"
"2008-01-04 10:35:48","XXX","N","190.14","50","E","0","0"
"2008-01-04 10:35:51","XXX","N","190.14","250","E","0","0"
"2008-01-04 10:35:53","XXX","N","190.11","500","E","0","0"
"2008-01-04 10:35:55","XXX","N","190.09","100","E","0","0"
"2008-01-04 10:36:02","XXX","N","190.14","150","E","0","0"
"2008-01-04 10:36:03","XXX","N","190.21","200","E","0","0"
"2008-01-04 10:36:04","XXX","N","190.21","700","E","0","0"
"2008-01-04 10:36:05","XXX","N","190.23","350","E","0","0"
"2008-01-04 10:36:07","XXX","N","190.23","850","E","0","0"
"2008-01-04 10:36:08","XXX","N","190.21","350","E","0","0"
"2008-01-04 10:36:09","XXX","N","190.23","50","E","0","0"
"2008-01-04 10:36:11","XXX","N","190.14","400","E","0","0"
"2008-01-04 10:36:13","XXX","N","190.16","100","E","0","0"
"2008-01-04 10:36:16","XXX","N","190.23","50","E","0","0"
"2008-01-04 10:36:20","XXX","N","190.23","50","E","0","0"
"2008-01-04 10:36:24","XXX","N","190.25","50","E","0","0"
"2008-01-04 10:36:25","XXX","N","190.25","150","E","0","0"
"2008-01-04 10:36:26","XXX","N","190.32","150","E","0","0"
"2008-01-04 10:36:27","XXX","N","190.35","300","E","0","0"
"2008-01-04 10:36:28","XXX","N","190.35","400","E","0","0"
"2008-01-04 10:36:29","XXX","N","190.36","550","E","0","0"
"2008-01-04 10:36:30","XXX","N","190.36","100","E","0","0"
"2008-01-04 10:36:31","XXX","N","190.35","50","E","0","0"
"2008-01-04 10:36:32","XXX","N","190.39","150","E","0","0"
"2008-01-04 10:36:33","XXX","N","190.39","100","E","0","0"
"2008-01-04 10:36:35","XXX","N","190.39","50","E","0","0"
"2008-01-04 10:36:37","XXX","N","190.39","150","F","0","0"
"2008-01-04 10:36:38","XXX","N","190.39","50","E","0","0"
"2008-01-04 10:36:39","XXX","N","190.39","50","E","0","0"
"2008-01-04 10:36:40","XXX","N","190.39","300","E","0","0"
"2008-01-04 10:36:42","XXX","N","190.4","150","E","0","0"
"2008-01-04 10:36:43","XXX","N","190.39","100","E","0","0"
"2008-01-04 10:36:44","XXX","N","190.375","650","E","0","0"
"2008-01-04 10:36:45","XXX","N","190.34","50","E","0","0"
"2008-01-04 10:36:49","XXX","N","190.21","50","E","0","0"
"2008-01-04 10:36:50","XXX","N","190.21","450","E","0","0"
"2008-01-04 10:36:51","XXX","N","190.15","150","E","0","0"
"2008-01-04 10:36:52","XXX","N","190.09","50","F","0","0"
"2008-01-04 10:36:53","XXX","N","190.09","250","E","0","0"
"2008-01-04 10:36:54","XXX","N","190.09","350","E","0","0"
"2008-01-04 10:36:57","XXX","N","190.09","250","E","0","0"
"2008-01-04 10:36:58","XXX","N","190.1","100","E","0","0"
"2008-01-04 10:37:01","XXX","N","190.16","450","E","0","0"
"2008-01-04 10:37:02","XXX","N","190.16","400","E","0","0"
"2008-01-04 10:37:03","XXX","N","190.16","100","E","0","0"
"2008-01-04 10:37:04","XXX","N","190.14","250","E","0","0"
"2008-01-04 10:37:05","XXX","N","190.14","1100","E","0","0"
"2008-01-04 10:37:12","XXX","N","190.14","50","E","0","0"
"2008-01-04 10:37:13","XXX","N","190.23","150","E","0","0"
"2008-01-04 10:37:16","XXX","N","190.3","100","E","0","0"
"2008-01-04 10:37:17","XXX","N","190.32","550","E","0","0"
"2008-01-04 10:37:19","XXX","N","190.28","250","E","0","0"
"2008-01-04 10:37:25","XXX","N","190.14","650","E","0","0"
"2008-01-04 10:37:26","XXX","N","190.23","50","F","0","0"
"2008-01-04 10:37:30","XXX","N","190.28","50","E","0","0"
"2008-01-04 10:37:31","XXX","N","190.28","200","E","0","0"
"2008-01-04 10:37:32","XXX","N","190.275","100","E","0","0"
"2008-01-04 10:37:34","XXX","N","190.3","100","E","0","0"
"2008-01-04 10:37:35","XXX","N","190.3","400","E","0","0"
"2008-01-04 10:37:36","XXX","N","190.3","50","E","0","0"
"2008-01-04 10:37:39","XXX","N","190.3","50","E","0","0"
"2008-01-04 10:37:43","XXX","N","190.23","100","E","0","0"
"2008-01-04 10:37:44","XXX","N","190.3","400","E","0","0"
"2008-01-04 10:37:47","XXX","N","190.25","50","E","0","0"
"2008-01-04 10:37:51","XXX","N","190.2","600","E","0","0"
"2008-01-04 10:37:52","XXX","N","190.16","50","E","0","0"
"2008-01-04 10:37:53","XXX","N","190.16","50","E","0","0"
"2008-01-04 10:37:56","XXX","N","190.04","50","E","0","0"
"2008-01-04 10:37:58","XXX","N","190.06","50","F","0","0"
"2008-01-04 10:38:08","XXX","N","190.08","50","E","0","0"
"2008-01-04 10:38:12","XXX","N","190.18","100","F","0","0"
"2008-01-04 10:38:13","XXX","N","190.25","100","E","0","0"
"2008-01-04 10:38:20","XXX","N","190.32","50","F","0","0"
"2008-01-04 10:38:22","XXX","N","190.23","400","E","0","0"
"2008-01-04 10:38:23","XXX","N","190.32","400","E","0","0"
"2008-01-04 10:38:24","XXX","N","190.32","150","E","0","0"
"2008-01-04 10:38:33","XXX","N","190.23","50","E","0","0"
"2008-01-04 10:38:35","XXX","N","190.2","50","E","0","0"
"2008-01-04 10:38:36","XXX","N","190.2","200","E","0","0"
"2008-01-04 10:38:41","XXX","N","190.02","200","E","0","0"
"2008-01-04 10:38:43","XXX","N","189.99","200","E","0","0"
"2008-01-04 10:38:44","XXX","N","190.02","100","E","0","0"
"2008-01-04 10:38:46","XXX","N","189.99","150","E","0","0"
"2008-01-04 10:38:47","XXX","N","189.925","150","E","0","0"
"2008-01-04 10:38:53","XXX","N","189.97","50","E","0","0"
"2008-01-04 10:38:54","XXX","N","190.01","50","E","0","0"
"2008-01-04 10:38:55","XXX","N","189.97","100","E","0","0"
"2008-01-04 10:38:57","XXX","N","190.01","500","E","0","0"
"2008-01-04 10:39:05","XXX","N","189.94","50","E","0","0"
"2008-01-04 10:39:11","XXX","N","189.94","100","E","0","0"
"2008-01-04 10:39:13","XXX","N","189.98","150","E","0","0"
"2008-01-04 10:39:18","XXX","N","190.04","150","E","0","0"
"2008-01-04 10:39:20","XXX","N","190.09","50","E","0","0"
"2008-01-04 10:39:21","XXX","N","190.09","150","E","0","0"
"2008-01-04 10:39:22","XXX","N","190.11","100","E","0","0"
"2008-01-04 10:39:23","XXX","N","190.11","100","E","0","0"
"2008-01-04 10:39:26","XXX","N","190.14","150","E","0","0"
"2008-01-04 10:39:27","XXX","N","190.13","50","E","0","0"
"2008-01-04 10:39:30","XXX","N","189.97","800","E","0","0"
"2008-01-04 10:39:40","XXX","N","190.04","150","E","0","0"
"2008-01-04 10:39:48","XXX","N","190.08","200","E","0","0"
"2008-01-04 10:39:49","XXX","N","190.08","100","E","0","0"
"2008-01-04 10:39:51","XXX","N","190.205","150","E","0","0"
"2008-01-04 10:39:52","XXX","N","190.21","150","E","0","0"
"2008-01-04 10:40:00","XXX","N","190.34","350","E","0","0"
"2008-01-04 10:40:01","XXX","N","190.32","50","E","0","0"
"2008-01-04 10:40:02","XXX","N","190.295","350","E","0","0"
"2008-01-04 10:40:06","XXX","N","190.205","350","E","0","0"
"2008-01-04 10:40:07","XXX","N","190.21","100","E","0","0"
"2008-01-04 10:40:09","XXX","N","190.2","50","E","0","0"
"2008-01-04 10:40:10","XXX","N","190.2","300","E","0","0"
"2008-01-04 10:40:12","XXX","N","190.18","300","F","0","0"
"2008-01-04 10:40:17","XXX","N","190.16","50","E","0","0"
"2008-01-04 10:40:21","XXX","N","190.09","50","E","0","0"
"2008-01-04 10:40:22","XXX","N","190.09","200","E","0","0"
"2008-01-04 10:40:23","XXX","N","190.09","200","E","0","0"
"2008-01-04 10:40:24","XXX","N","190.09","50","E","0","0"
"2008-01-04 10:40:27","XXX","N","190.02","250","E","0","0"
"2008-01-04 10:40:31","XXX","N","190.02","200","E","0","0"
"2008-01-04 10:40:33","XXX","N","190.09","50","E","0","0"
"2008-01-04 10:40:34","XXX","N","190.09","100","E","0","0"
"2008-01-04 10:40:36","XXX","N","190.04","100","E","0","0"
"2008-01-04 10:40:37","XXX","N","190.08","100","E","0","0"
"2008-01-04 10:40:38","XXX","N","190.08","250","E","0","0"
"2008-01-04 10:40:42","XXX","N","190.14","50","E","0","0"
"2008-01-04 10:40:43","XXX","N","190.06","100","E","0","0"
"2008-01-04 10:40:45","XXX","N","190.02","50","E","0","0"
"2008-01-04 10:40:48","XXX","N","190.03","200","E","0","0"
"2008-01-04 10:40:50","XXX","N","189.94","250","E","0","0"
"2008-01-04 10:40:51","XXX","N","189.9","250","E","0","0"
"2008-01-04 10:40:52","XXX","N","189.83","100","E","0","0"
"2008-01-04 10:40:53","XXX","N","189.85","150","E","0","0"
"2008-01-04 10:40:55","XXX","N","189.85","150","F","0","0"
"2008-01-04 10:40:56","XXX","N","189.885","300","E","0","0"
"2008-01-04 10:40:59","XXX","N","189.95","50","E","0","0"
